Caching material files...
DDS only:186: models/darkmod/props/textures/winerack_d
DDS only:187: models/darkmod/props/textures/winerack_local
DDS only:197: models/darkmod/props/textures/winerack_d
DDS only:208: models/darkmod/props/textures/sack02_d
DDS only:209: models/darkmod/props/textures/sack02_local
DDS only:219: models/darkmod/props/textures/sack02_d
DDS only:230: models/darkmod/props/textures/tdm_tray_d
DDS only:231: models/darkmod/props/textures/tdm_tray_local
DDS only:241: models/darkmod/props/textures/tdm_tray_d

materials/pipekit.mtr
Missing:9: models/darkmod/props/textures/wip
Missing:10: models/darkmod/props/textures/bathroom_bath1_local
Missing:11: models/darkmod/props/textures/wip_s
Missing:21: models/darkmod/props/textures/wip
Missing:33: models/darkmod/props/textures/metalpipe1
Missing:34: models/darkmod/props/textures/metalpipe1_local2
Missing:35: models/darkmod/props/textures/metalpipe1_s
Missing:45: models/darkmod/props/textures/metalpipe1
DDS only:56: models/darkmod/props/textures/pipekit_joint1_d
DDS only:57: models/darkmod/props/textures/pipekit_joint1_local
DDS only:58: models/darkmod/props/textures/pipekit_joint1_s
DDS only:68: models/darkmod/props/textures/pipekit_joint1_d
DDS only:79: models/darkmod/props/textures/pipekit_length1_d
DDS only:80: models/darkmod/props/textures/pipekit_length1_local
DDS only:81: models/darkmod/props/textures/pipekit_length1_s
DDS only:91: models/darkmod/props/textures/pipekit_length1_d
DDS only:102: models/darkmod/props/textures/pipekit_bend1_d
DDS only:103: models/darkmod/props/textures/pipekit_bend1_local
DDS only:104: models/darkmod/props/textures/pipekit_bend1_s
DDS only:114: models/darkmod/props/textures/pipekit_bend1_d
DDS only:125: models/darkmod/props/textures/pipekit_tbend1_d
DDS only:126: models/darkmod/props/textures/pipekit_tbend1_local
DDS only:127: models/darkmod/props/textures/pipekit_tbend1_s
DDS only:137: models/darkmod/props/textures/pipekit_tbend1_d
DDS only:148: models/darkmod/props/textures/pipekit_tap1_d
DDS only:149: models/darkmod/props/textures/pipekit_tap1_local
DDS only:150: models/darkmod/props/textures/pipekit_tap1_s
DDS only:160: models/darkmod/props/textures/pipekit_tap1_d
DDS only:9: textures/darkmod/litwindows/largeround100
DDS only:20: textures/darkmod/litwindows/largesquare100
DDS only:31: textures/darkmod/litwindows/smallsquare100
DDS only:42: textures/darkmod/litwindows/largeround90
DDS only:53: textures/darkmod/litwindows/largesquare90
DDS only:64: textures/darkmod/litwindows/smallsquare90
DDS only:75: textures/darkmod/litwindows/largeround80
DDS only:86: textures/darkmod/litwindows/largesquare80
DDS only:97: textures/darkmod/litwindows/smallsquare80
DDS only:108: textures/darkmod/litwindows/largeround70
DDS only:119: textures/darkmod/litwindows/largesquare70
DDS only:130: textures/darkmod/litwindows/smallsquare70
DDS only:142: textures/darkmod/sfx/whiteglass

materials/tdm_windows.mtr
Missing:150: textures/sfx/vp1   // the normal map for distortion
DDS only:153: textures/darkmod/sfx/whiteglass
DDS only:154: models/darkmod/props/textures/irongate_s
DDS only:159: textures/darkmod/sfx/whiteglass
DDS only:170: textures/darkmod/sfx/whiteglass
DDS only:171: models/darkmod/props/textures/irongate_s
DDS only:176: textures/darkmod/sfx/whiteglass
DDS only:183: textures/darkmod/sfx/light_rays
DDS only:190: textures/darkmod/sfx/light_rays
DDS only:201: textures/darkmod/sfx/light_rays
DDS only:208: textures/darkmod/sfx/light_rays
DDS only:219: textures/darkmod/sfx/light_rays
DDS only:226: textures/darkmod/sfx/light_rays
DDS only:8: models/darkmod/props/textures/torturechair
DDS only:9: models/darkmod/props/textures/torturechair_local
DDS only:19: models/darkmod/props/textures/torturechair
DDS only:29: models/darkmod/props/textures/torturechair
DDS only:30: models/darkmod/props/textures/torturechair_local
DDS only:40: models/darkmod/props/textures/torturechair
DDS only:51: models/darkmod/props/textures/stock_d
DDS only:52: models/darkmod/props/textures/stock_local
DDS only:53: models/darkmod/props/textures/stock_s
DDS only:63: models/darkmod/props/textures/stock_d
DDS only:5: models/darkmod/props/textures/waterpump
DDS only:6: models/darkmod/props/textures/waterpump_local
DDS only:7: models/darkmod/props/textures/waterpump_s
DDS only:17: models/darkmod/props/textures/waterpump
DDS only:25: textures/darkmod/mansion/window/manwindow01
DDS only:26: textures/darkmod/mansion/window/manwindow01
DDS only:27: textures/darkmod/mansion/window/manwindow01_s
DDS only:28: textures/darkmod/mansion/window/manwindow01_local
DDS only:38: textures/darkmod/mansion/window/manwindow01
DDS only:39: textures/darkmod/mansion/window/manwindow01

materials/glass_test.mtr
Missing:45: textures/common/shadow
DDS only:9: models/darkmod/props/textures/broomst_s

materials/tools.mtr
Missing:10: models/darmkmod/props/textures/broomst_local
DDS only:13: models/darkmod/props/textures/broomst_d
DDS only:25: models/darkmod/props/textures/broomst_d
DDS only:34: models/darkmod/props/textures/brush_d
DDS only:35: models/darkmod/props/textures/brush_local
DDS only:45: models/darkmod/props/textures/brush_d
DDS only:55: models/darkmod/props/textures/anvil_d
DDS only:56: models/darkmod/props/textures/anvil_n
DDS only:57: models/darkmod/props/textures/anvil_s
DDS only:67: models/darkmod/props/textures/anvil_d
DDS only:77: models/darkmod/props/textures/smithyhammer_d
DDS only:78: models/darkmod/props/textures/smithyhammer_local
DDS only:79: models/darkmod/props/textures/smithyhammer_s
DDS only:89: models/darkmod/props/textures/smithyhammer_d
DDS only:98: models/darkmod/props/textures/spade_d
DDS only:99: models/darkmod/props/textures/spade_local
DDS only:100: models/darkmod/props/textures/spade_s
DDS only:110: models/darkmod/props/textures/spade_d
DDS only:119: models/darkmod/props/textures/pickaxe_d
DDS only:120: models/darkmod/props/textures/pickaxe_local
DDS only:121: models/darkmod/props/textures/pickaxe_s
DDS only:131: models/darkmod/props/textures/pickaxe_d
DDS only:139: models/darkmod/props/textures/generic_wood_handle_d
DDS only:140: models/darkmod/props/textures/generic_wood_handle_local
DDS only:151: models/darkmod/props/textures/generic_wood_handle_d
Missing:160: models/darkmod/props/textures/mop_d
Missing:161: models/darkmod/props/textures/mop_local
Missing:172: models/darkmod/props/textures/mop_d
DDS only:180: models/darkmod/props/textures/bc_broomstraw3
DDS only:187: models/darkmod/props/textures/bc_broomstraw3
DDS only:196: models/darkmod/props/textures/spade_d
DDS only:197: models/darkmod/props/textures/spade_local
DDS only:207: models/darkmod/props/textures/bc_broomstraw3
DDS only:217: models/darkmod/props/textures/bc_broomstraw1
DDS only:226: models/darkmod/props/textures/bc_broomstraw2
DDS only:242: textures/darkmod/sfx/whiteglass2
DDS only:7: textures/darkmod/city/wall/rt_framedwall01_d
DDS only:8: textures/darkmod/city/wall/rt_framedwall01_d
DDS only:9: textures/darkmod/city/wall/rt_framedwall01_local
DDS only:20: textures/darkmod/city/wall/rt_framedwall01_d
DDS only:37: textures/darkmod/stone/wall/brick_old_001_editor
DDS only:38: textures/darkmod/stone/wall/brick_old_001_local

materials/tdm_stone_wall.mtr
DDS only:39: textures/darkmod/stone/wall/brick_old_001
DDS only:50: textures/darkmod/stone/wall/brick_old_001
DDS only:61: textures/darkmod/stone/wall/brick_old_002_editor
DDS only:62: textures/darkmod/stone/wall/brick_old_002_local
DDS only:63: textures/darkmod/stone/wall/brick_old_002
DDS only:74: textures/darkmod/stone/wall/brick_old_002
DDS only:85: textures/darkmod/stone/wall/brick_old_003_editor
DDS only:86: textures/darkmod/stone/wall/brick_old_003_local
DDS only:87: textures/darkmod/stone/wall/brick_old_003
DDS only:98: textures/darkmod/stone/wall/brick_old_003
DDS only:109: textures/darkmod/stone/wall/cement_001_editor
DDS only:110: textures/darkmod/stone/wall/cement_001_local
DDS only:111: textures/darkmod/stone/wall/cement_001
DDS only:122: textures/darkmod/stone/wall/cement_001
DDS only:133: textures/darkmod/stone/wall/cement_002_editor
DDS only:134: textures/darkmod/stone/wall/cement_002_local
DDS only:135: textures/darkmod/stone/wall/cement_002
DDS only:146: textures/darkmod/stone/wall/cement_002
DDS only:157: textures/darkmod/stone/wall/cement_003_editor
DDS only:158: textures/darkmod/stone/wall/cement_003_local
DDS only:159: textures/darkmod/stone/wall/cement_003
DDS only:170: textures/darkmod/stone/wall/cement_003
DDS only:181: textures/darkmod/stone/wall/cement_004_editor
DDS only:182: textures/darkmod/stone/wall/cement_004_local
DDS only:183: textures/darkmod/stone/wall/cement_004
DDS only:194: textures/darkmod/stone/wall/cement_004
DDS only:205: textures/darkmod/stone/wall/cement_005_editor
DDS only:206: textures/darkmod/stone/wall/cement_005_local
DDS only:207: textures/darkmod/stone/wall/cement_005
DDS only:218: textures/darkmod/stone/wall/cement_005
DDS only:229: textures/darkmod/stone/wall/cement_006_editor
DDS only:230: textures/darkmod/stone/wall/cement_006_local
DDS only:231: textures/darkmod/stone/wall/cement_006
DDS only:242: textures/darkmod/stone/wall/cement_006
DDS only:253: textures/darkmod/stone/wall/cement_007_editor
DDS only:254: textures/darkmod/stone/wall/cement_007_local
DDS only:255: textures/darkmod/stone/wall/cement_007
DDS only:266: textures/darkmod/stone/wall/cement_007
DDS only:277: textures/darkmod/stone/wall/cement_008_editor
DDS only:278: textures/darkmod/stone/wall/cement_008_local
DDS only:279: textures/darkmod/stone/wall/cement_008
DDS only:290: textures/darkmod/stone/wall/cement_008
DDS only:301: textures/darkmod/stone/wall/cement_009_editor
DDS only:302: textures/darkmod/stone/wall/cement_009_local
DDS only:303: textures/darkmod/stone/wall/cement_009
DDS only:314: textures/darkmod/stone/wall/cement_009
DDS only:325: textures/darkmod/stone/wall/cement_010_editor
DDS only:326: textures/darkmod/stone/wall/cement_010_local
DDS only:327: textures/darkmod/stone/wall/cement_010
DDS only:328: textures/darkmod/stone/wall/cement_010_s
DDS only:339: textures/darkmod/stone/wall/cement_010
DDS only:350: textures/darkmod/stone/wall/cement_011_editor
DDS only:351: textures/darkmod/stone/wall/cement_011_local
DDS only:352: textures/darkmod/stone/wall/cement_011
DDS only:353: textures/darkmod/stone/wall/cement_011_s
DDS only:364: textures/darkmod/stone/wall/cement_011
DDS only:375: textures/darkmod/stone/wall/cement_012_editor
DDS only:376: textures/darkmod/stone/wall/cement_012_local
DDS only:377: textures/darkmod/stone/wall/cement_012
DDS only:388: textures/darkmod/stone/wall/cement_012
DDS only:399: textures/darkmod/stone/wall/cement_013_editor
DDS only:400: textures/darkmod/stone/wall/cement_013_local
DDS only:401: textures/darkmod/stone/wall/cement_013
DDS only:402: textures/darkmod/stone/wall/cement_013_s
DDS only:413: textures/darkmod/stone/wall/cement_013
DDS only:424: textures/darkmod/stone/wall/cement_014_editor
DDS only:425: textures/darkmod/stone/wall/cement_014_local
DDS only:426: textures/darkmod/stone/wall/cement_014
DDS only:437: textures/darkmod/stone/wall/cement_014
DDS only:447: textures/darkmod/city/wall/ctywfacade01
DDS only:448: textures/darkmod/city/wall/ctywfacade01
DDS only:450: textures/darkmod/city/wall/ctywfacade01_local
DDS only:461: textures/darkmod/city/wall/ctywfacade01
DDS only:472: textures/darkmod/stone/wall/masonry_001_editor
DDS only:473: textures/darkmod/stone/wall/masonry_001_local
DDS only:474: textures/darkmod/stone/wall/masonry_001
DDS only:485: textures/darkmod/stone/wall/masonry_001
DDS only:496: textures/darkmod/stone/wall/masonry_002_editor
DDS only:497: textures/darkmod/stone/wall/masonry_002_local
DDS only:498: textures/darkmod/stone/wall/masonry_002
DDS only:509: textures/darkmod/stone/wall/masonry_002
DDS only:520: textures/darkmod/stone/wall/masonry_003_editor
DDS only:521: textures/darkmod/stone/wall/masonry_003_local
DDS only:522: textures/darkmod/stone/wall/masonry_003
DDS only:533: textures/darkmod/stone/wall/masonry_003
DDS only:544: textures/darkmod/stone/wall/masonry_004_editor
DDS only:545: textures/darkmod/stone/wall/masonry_004_local
DDS only:546: textures/darkmod/stone/wall/masonry_004
DDS only:557: textures/darkmod/stone/wall/masonry_004
DDS only:568: textures/darkmod/stone/wall/masonry_005_editor
DDS only:569: textures/darkmod/stone/wall/masonry_005
DDS only:570: textures/darkmod/stone/wall/masonry_005_local
DDS only:581: textures/darkmod/stone/wall/masonry_005
DDS only:592: textures/darkmod/stone/wall/masonry_old_001_editor
DDS only:593: textures/darkmod/stone/wall/masonry_old_001_local
DDS only:594: textures/darkmod/stone/wall/masonry_old_001
DDS only:605: textures/darkmod/stone/wall/masonry_old_001
DDS only:616: textures/darkmod/stone/wall/masonry_old_002_editor
DDS only:617: textures/darkmod/stone/wall/masonry_old_002_local
DDS only:618: textures/darkmod/stone/wall/masonry_old_002
DDS only:629: textures/darkmod/stone/wall/masonry_old_002
DDS only:640: textures/darkmod/stone/wall/masonry_old_003_editor
DDS only:641: textures/darkmod/stone/wall/masonry_old_003_local
DDS only:642: textures/darkmod/stone/wall/masonry_old_003
DDS only:653: textures/darkmod/stone/wall/masonry_old_003
DDS only:667: textures/darkmod/stone/wall/masonry_old_004_editor
DDS only:668: textures/darkmod/stone/wall/masonry_old_004_local
DDS only:669: textures/darkmod/stone/wall/masonry_old_004
DDS only:680: textures/darkmod/stone/wall/masonry_old_004
DDS only:691: textures/darkmod/stone/wall/masonry_old_005_editor
DDS only:692: textures/darkmod/stone/wall/masonry_old_005_local
DDS only:693: textures/darkmod/stone/wall/masonry_old_005
DDS only:704: textures/darkmod/stone/wall/masonry_old_005
DDS only:714: textures/darkmod/castle/wall/rt_casstone01_d
DDS only:715: textures/darkmod/castle/wall/rt_casstone01_d
DDS only:716: textures/darkmod/castle/wall/rt_casstone01_local
DDS only:727: textures/darkmod/castle/wall/rt_casstone01_d
DDS only:738: textures/darkmod/stone/wall/rounded_001_editor
DDS only:739: textures/darkmod/stone/wall/rounded_001_local
DDS only:740: textures/darkmod/stone/wall/rounded_001
DDS only:751: textures/darkmod/stone/wall/rounded_001
DDS only:13: models/darkmod/props/textures/gaslight1_local
DDS only:14: models/darkmod/props/textures/gaslight1_s
DDS only:18: models/darkmod/props/textures/gaslight1_d
DDS only:34: models/darkmod/props/textures/gaslight1_d
DDS only:38: models/darkmod/props/textures/gaslight1_d
DDS only:52: models/darkmod/props/textures/gaslight1_d
DDS only:67: models/darkmod/props/textures/gaslight1_d
DDS only:71: models/darkmod/props/textures/gaslight1_d
DDS only:90: models/darkmod/props/textures/torch_d
DDS only:91: models/darkmod/props/textures/torch_local
DDS only:92: models/darkmod/props/textures/torch_s
DDS only:102: models/darkmod/props/textures/torch_d
DDS only:115: models/darkmod/props/textures/bracket_d
DDS only:116: models/darkmod/props/textures/bracket_local
DDS only:117: models/darkmod/props/textures/bracket_s
DDS only:127: models/darkmod/props/textures/bracket_d

materials/lights_tdm.mtr
Missing:136: models/darkmod/props/textures/candelabra_ed
DDS only:143: models/darkmod/props/textures/candelabra_d
DDS only:148: models/darkmod/props/textures/candelabra_local
DDS only:149: models/darkmod/props/textures/candelabra_s
DDS only:159: models/darkmod/props/textures/candelabra_d
DDS only:171: models/darkmod/props/textures/candelabra_d
DDS only:172: models/darkmod/props/textures/candelabra_local
DDS only:173: models/darkmod/props/textures/candelabra_s
DDS only:183: models/darkmod/props/textures/candelabra_d
DDS only:195: models/darkmod/props/textures/chandalier2_local
DDS only:196: models/darkmod/props/textures/chandalier2_s
DDS only:200: models/darkmod/props/textures/chandalier2_d
DDS only:214: models/darkmod/props/textures/chandalier2_d
DDS only:218: models/darkmod/props/textures/chandalier2_d
DDS only:232: models/darkmod/props/textures/chandalier2_d
DDS only:241: models/darkmod/props/textures/bucket_metal_d
DDS only:242: models/darkmod/props/textures/candlestickholder_local
DDS only:243: models/darkmod/props/textures/candlestickholder_s
DDS only:253: models/darkmod/props/textures/bucket_metal_d
DDS only:268: models/darkmod/props/textures/walllight1_local
DDS only:269: models/darkmod/props/textures/walllight1_s
DDS only:273: models/darkmod/props/textures/walllight1_d
DDS only:284: models/darkmod/props/textures/walllight1_d
DDS only:285: models/darkmod/props/textures/walllight1_local
DDS only:286: models/darkmod/props/textures/walllight1_s
